Cell	Drug
SIDM01693	637858
SIDM01694	637858
SIDM01695	637858
SIDM01696	637858
SIDM01697	637858
SIDM01698	637858
SIDM01699	637858
SIDM01701	637858
SIDM01702	637858
SIDM01703	637858
SIDM01704	637858
SIDM01705	637858
SIDM01709	637858
SIDM01710	637858
SIDM01724	637858
SIDM01725	637858
SIDM01726	637858
SIDM01727	637858
SIDM01728	637858
SIDM01729	637858
SIDM01730	637858
SIDM01734	637858
SIDM01739	637858
SIDM01741	637858
SIDM01743	637858
SIDM01746	637858
SIDM01749	637858
SIDM01750	637858
SIDM01752	637858
SIDM01753	637858
SIDM01756	637858
SIDM01757	637858
SIDM01758	637858
SIDM01759	637858
SIDM01760	637858
SIDM01761	637858
SIDM01762	637858
SIDM01763	637858
SIDM01764	637858
SIDM01765	637858
SIDM01766	637858
SIDM01767	637858
SIDM01768	637858
SIDM01770	637858
SIDM01771	637858
SIDM01772	637858
SIDM01773	637858
SIDM01774	637858
SIDM01775	637858
SIDM01777	637858
SIDM01779	637858
SIDM01780	637858
SIDM01781	637858
SIDM01782	637858
SIDM01820	637858
SIDM01858	637858
SIDM01859	637858
SIDM01873	637858
SIDM01942	637858
SIDM01943	637858
SIDM01944	637858
SIDM01946	637858
SIDM01947	637858
SIDM01948	637858
SIDM01949	637858
SIDM01950	637858
SIDM01951	637858
SIDM01952	637858
SIDM01954	637858
SIDM01955	637858
SIDM01956	637858
SIDM01957	637858
SIDM01958	637858
SIDM01959	637858
SIDM01960	637858
SIDM01961	637858
SIDM01962	637858
SIDM01963	637858
SIDM01964	637858
SIDM01965	637858
SIDM01966	637858
SIDM02010	637858
SIDM02011	637858
SIDM02014	637858
SIDM02015	637858
SIDM02016	637858
SIDM02017	637858
SIDM02018	637858
SIDM02019	637858
SIDM02020	637858
SIDM02021	637858
SIDM02022	637858
SIDM02023	637858
SIDM02024	637858
SIDM02025	637858
SIDM02026	637858
SIDM02027	637858
SIDM02028	637858
SIDM02029	637858
SIDM02030	637858
SIDM02031	637858
SIDM02032	637858
SIDM02034	637858
SIDM02035	637858
SIDM02036	637858
SIDM02037	637858
SIDM02038	637858
SIDM02039	637858
SIDM02040	637858
SIDM02041	637858
SIDM02042	637858
SIDM02043	637858
SIDM02044	637858
SIDM02045	637858
SIDM02046	637858
SIDM02047	637858
SIDM02048	637858
SIDM02049	637858
SIDM02050	637858
SIDM02051	637858
SIDM02052	637858
SIDM02053	637858
SIDM02054	637858
SIDM02055	637858
SIDM02056	637858
SIDM02057	637858
SIDM02058	637858
SIDM02059	637858
SIDM02060	637858
SIDM02061	637858
SIDM02062	637858
SIDM02063	637858
SIDM02064	637858
SIDM02065	637858
SIDM02066	637858
SIDM02067	637858
SIDM02068	637858
SIDM02069	637858
SIDM02070	637858
SIDM02071	637858
SIDM02072	637858
SIDM02073	637858
SIDM02074	637858
SIDM02075	637858
SIDM02076	637858
SIDM02077	637858
SIDM02078	637858
SIDM02079	637858
SIDM02080	637858
SIDM00001	6914657
SIDM00002	6914657
SIDM00005	6914657
SIDM00006	6914657
SIDM00007	6914657
SIDM00008	6914657
SIDM00009	6914657
SIDM00011	6914657
SIDM00014	6914657
SIDM00015	6914657
SIDM00016	6914657
SIDM00017	6914657
SIDM00018	6914657
SIDM00025	6914657
SIDM00026	6914657
SIDM00027	6914657
SIDM00029	6914657
SIDM00032	6914657
SIDM00036	6914657
SIDM00054	6914657
SIDM00057	6914657
SIDM00062	6914657
SIDM00063	6914657
SIDM00065	6914657
SIDM00068	6914657
SIDM00070	6914657
SIDM00071	6914657
SIDM00074	6914657
SIDM00093	6914657
SIDM00131	6914657
SIDM00147	6914657
SIDM00153	6914657
SIDM00158	6914657
SIDM00159	6914657
SIDM00160	6914657
SIDM00161	6914657
SIDM00162	6914657
SIDM00163	6914657
SIDM00164	6914657
SIDM00165	6914657
SIDM00166	6914657
SIDM00167	6914657
SIDM00168	6914657
SIDM00169	6914657
SIDM00170	6914657
SIDM00171	6914657
SIDM00173	6914657
SIDM00192	6914657
SIDM00226	6914657
SIDM00228	6914657
SIDM00248	6914657
SIDM00265	6914657
SIDM00298	6914657
SIDM00307	6914657
SIDM00314	6914657
SIDM00397	6914657
SIDM00414	6914657
SIDM00452	6914657
SIDM00497	6914657
SIDM00500	6914657
SIDM00536	6914657
SIDM00546	6914657
SIDM00593	6914657
SIDM00595	6914657
SIDM00605	6914657
SIDM00610	6914657
SIDM00634	6914657
SIDM00636	6914657
SIDM00639	6914657
SIDM00644	6914657
SIDM00757	6914657
SIDM00775	6914657
SIDM00780	6914657
SIDM00784	6914657
SIDM00800	6914657
SIDM00823	6914657
SIDM00836	6914657
SIDM00840	6914657
SIDM00851	6914657
SIDM00862	6914657
SIDM00894	6914657
SIDM00897	6914657
SIDM00904	6914657
SIDM00914	6914657
SIDM00915	6914657
SIDM00945	6914657
SIDM00960	6914657
SIDM00979	6914657
SIDM00991	6914657
SIDM01022	6914657
SIDM01050	6914657
SIDM01061	6914657
SIDM01063	6914657
SIDM01074	6914657
SIDM01151	6914657
SIDM01158	6914657
SIDM01167	6914657
SIDM01195	6914657
SIDM01215	6914657
SIDM01222	6914657
SIDM01241	6914657
SIDM01254	6914657
SIDM01257	6914657
SIDM01266	6914657
SIDM01267	6914657
SIDM01268	6914657
SIDM01269	6914657
SIDM01270	6914657
SIDM01271	6914657
SIDM01272	6914657
SIDM01273	6914657
SIDM01274	6914657
SIDM01275	6914657
SIDM01276	6914657
SIDM01277	6914657
SIDM01278	6914657
SIDM01279	6914657
SIDM01280	6914657
SIDM01281	6914657
SIDM01282	6914657
SIDM01283	6914657
SIDM01284	6914657
SIDM01285	6914657
SIDM01286	6914657
SIDM01287	6914657
SIDM01288	6914657
SIDM01289	6914657
SIDM01290	6914657
SIDM01291	6914657
SIDM01292	6914657
SIDM01293	6914657
SIDM01294	6914657
SIDM01295	6914657
SIDM01296	6914657
SIDM01297	6914657
SIDM01298	6914657
SIDM01299	6914657
SIDM01301	6914657
SIDM01302	6914657
SIDM01303	6914657
SIDM01304	6914657
SIDM01305	6914657
SIDM01306	6914657
SIDM01307	6914657
SIDM01309	6914657
SIDM01310	6914657
SIDM01311	6914657
SIDM01312	6914657
SIDM01313	6914657
SIDM01314	6914657
SIDM01316	6914657
SIDM01318	6914657
SIDM01320	6914657
SIDM01321	6914657
SIDM01322	6914657
SIDM01323	6914657
SIDM01324	6914657
SIDM01325	6914657
SIDM01331	6914657
SIDM01332	6914657
SIDM01335	6914657
SIDM01336	6914657
SIDM01343	6914657
SIDM01347	6914657
SIDM01363	6914657
SIDM01368	6914657
SIDM01372	6914657
SIDM01377	6914657
SIDM01378	6914657
SIDM01387	6914657
SIDM01391	6914657
SIDM01393	6914657
SIDM01394	6914657
SIDM01397	6914657
SIDM01398	6914657
SIDM01409	6914657
SIDM01411	6914657
SIDM01412	6914657
SIDM01413	6914657
SIDM01432	6914657
SIDM01433	6914657
SIDM01434	6914657
SIDM01435	6914657
SIDM01436	6914657
SIDM01437	6914657
SIDM01439	6914657
SIDM01442	6914657
SIDM01443	6914657
SIDM01444	6914657
SIDM01445	6914657
SIDM01446	6914657
SIDM01447	6914657
SIDM01449	6914657
SIDM01450	6914657
SIDM01451	6914657
SIDM01454	6914657
SIDM01460	6914657
SIDM01463	6914657
SIDM01464	6914657
SIDM01469	6914657
SIDM01470	6914657
SIDM01471	6914657
SIDM01472	6914657
SIDM01473	6914657
SIDM01474	6914657
SIDM01476	6914657
SIDM01479	6914657
SIDM01480	6914657
SIDM01482	6914657
SIDM01483	6914657
SIDM01490	6914657
SIDM01491	6914657
SIDM01492	6914657
SIDM01494	6914657
SIDM01498	6914657
SIDM01502	6914657
SIDM01503	6914657
SIDM01504	6914657
SIDM01510	6914657
SIDM01511	6914657
SIDM01512	6914657
SIDM01517	6914657
SIDM01518	6914657
SIDM01519	6914657
SIDM01520	6914657
SIDM01522	6914657
SIDM01523	6914657
SIDM01525	6914657
SIDM01526	6914657
SIDM01528	6914657
SIDM01529	6914657
SIDM01530	6914657
SIDM01531	6914657
SIDM01545	6914657
SIDM01546	6914657
SIDM01551	6914657
SIDM01553	6914657
SIDM01554	6914657
SIDM01556	6914657
SIDM01559	6914657
SIDM01560	6914657
SIDM01561	6914657
SIDM01563	6914657
SIDM01564	6914657
SIDM01565	6914657
SIDM01566	6914657
SIDM01567	6914657
SIDM01569	6914657
SIDM01570	6914657
SIDM01571	6914657
SIDM01572	6914657
SIDM01573	6914657
SIDM01574	6914657
SIDM01575	6914657
SIDM01577	6914657
SIDM01578	6914657
SIDM01580	6914657
SIDM01581	6914657
SIDM01582	6914657
SIDM01587	6914657
SIDM01588	6914657
SIDM01589	6914657
SIDM01590	6914657
SIDM01591	6914657
SIDM01593	6914657
SIDM01594	6914657
SIDM01596	6914657
SIDM01598	6914657
SIDM01602	6914657
SIDM01603	6914657
SIDM01604	6914657
SIDM01605	6914657
SIDM01606	6914657
SIDM01607	6914657
SIDM01608	6914657
SIDM01609	6914657
SIDM01611	6914657
SIDM01612	6914657
SIDM01613	6914657
SIDM01614	6914657
SIDM01615	6914657
SIDM01616	6914657
SIDM01617	6914657
SIDM01618	6914657
SIDM01619	6914657
SIDM01622	6914657
SIDM01624	6914657
SIDM01628	6914657
SIDM01629	6914657
SIDM01635	6914657
SIDM01640	6914657
SIDM01657	6914657
SIDM01658	6914657
SIDM01659	6914657
SIDM01660	6914657
SIDM01662	6914657
SIDM01664	6914657
SIDM01667	6914657
SIDM01668	6914657
SIDM01672	6914657
SIDM01675	6914657
SIDM01676	6914657
SIDM01679	6914657
SIDM01682	6914657
SIDM01685	6914657
SIDM01686	6914657
SIDM01689	6914657
SIDM01690	6914657
SIDM01691	6914657
SIDM01692	6914657
SIDM01693	6914657
SIDM01694	6914657
SIDM01695	6914657
SIDM01696	6914657
SIDM01697	6914657
SIDM01698	6914657
SIDM01699	6914657
SIDM01701	6914657
SIDM01702	6914657
SIDM01703	6914657
SIDM01704	6914657
SIDM01705	6914657
SIDM01709	6914657
SIDM01710	6914657
SIDM01724	6914657
SIDM01725	6914657
SIDM01726	6914657
SIDM01727	6914657
SIDM01728	6914657
SIDM01729	6914657
SIDM01730	6914657
SIDM01734	6914657
SIDM01739	6914657
SIDM01741	6914657
SIDM01743	6914657
SIDM01746	6914657
SIDM01749	6914657
SIDM01750	6914657
SIDM01752	6914657
SIDM01753	6914657
SIDM01756	6914657
SIDM01757	6914657
SIDM01758	6914657
SIDM01759	6914657
SIDM01760	6914657
SIDM01761	6914657
SIDM01762	6914657
SIDM01763	6914657
SIDM01764	6914657
SIDM01765	6914657
SIDM01766	6914657
SIDM01767	6914657
SIDM01768	6914657
SIDM01770	6914657
SIDM01771	6914657
SIDM01772	6914657
SIDM01773	6914657
SIDM01774	6914657
SIDM01775	6914657
SIDM01777	6914657
SIDM01779	6914657
SIDM01780	6914657
SIDM01781	6914657
SIDM01782	6914657
SIDM01820	6914657
SIDM01858	6914657
SIDM01859	6914657
SIDM01873	6914657
SIDM01942	6914657
SIDM01943	6914657
SIDM01944	6914657
SIDM01946	6914657
SIDM01947	6914657
SIDM01948	6914657
SIDM01949	6914657
SIDM01950	6914657
SIDM01951	6914657
SIDM01952	6914657
SIDM01954	6914657
SIDM01955	6914657
SIDM01956	6914657
SIDM01957	6914657
SIDM01958	6914657
SIDM01959	6914657
SIDM01960	6914657
SIDM01961	6914657
SIDM01962	6914657
SIDM01963	6914657
SIDM01964	6914657
SIDM01965	6914657
SIDM01966	6914657
SIDM02010	6914657
SIDM02011	6914657
SIDM02014	6914657
SIDM02015	6914657
SIDM02016	6914657
SIDM02017	6914657
SIDM02018	6914657
SIDM02019	6914657
SIDM02020	6914657
SIDM02021	6914657
SIDM02022	6914657
SIDM02023	6914657
SIDM02024	6914657
SIDM02025	6914657
SIDM02026	6914657
SIDM02027	6914657
SIDM02028	6914657
SIDM02029	6914657
SIDM02030	6914657
SIDM02031	6914657
SIDM02032	6914657
SIDM02034	6914657
SIDM02035	6914657
SIDM02036	6914657
SIDM02037	6914657
SIDM02038	6914657
SIDM02039	6914657
SIDM02040	6914657
SIDM02041	6914657
SIDM02042	6914657
SIDM02043	6914657
SIDM02044	6914657
SIDM02045	6914657
SIDM02046	6914657
SIDM02047	6914657
SIDM02048	6914657
SIDM02049	6914657
SIDM02050	6914657
SIDM02051	6914657
SIDM02052	6914657
SIDM02053	6914657
SIDM02054	6914657
SIDM02055	6914657
SIDM02056	6914657
SIDM02057	6914657
SIDM02058	6914657
SIDM02059	6914657
SIDM02060	6914657
SIDM02061	6914657
SIDM02062	6914657
SIDM02063	6914657
SIDM02064	6914657
SIDM02065	6914657
SIDM02066	6914657
SIDM02067	6914657
SIDM02068	6914657
SIDM02069	6914657
SIDM02070	6914657
SIDM02071	6914657
SIDM02072	6914657
SIDM02073	6914657
SIDM02074	6914657
SIDM02075	6914657
SIDM02076	6914657
SIDM02077	6914657
SIDM02078	6914657
SIDM02079	6914657
SIDM02080	6914657
SIDM00001	71729975
SIDM00002	71729975
SIDM00005	71729975
SIDM00006	71729975
SIDM00007	71729975
SIDM00008	71729975
SIDM00009	71729975
SIDM00011	71729975
SIDM00014	71729975
SIDM00015	71729975
SIDM00016	71729975
SIDM00017	71729975
SIDM00018	71729975
SIDM00025	71729975
SIDM00026	71729975
SIDM00027	71729975
SIDM00029	71729975
SIDM00032	71729975
SIDM00036	71729975
SIDM00054	71729975
SIDM00057	71729975
SIDM00062	71729975
SIDM00063	71729975
SIDM00065	71729975
SIDM00068	71729975
SIDM00070	71729975
SIDM00071	71729975
SIDM00074	71729975
SIDM00093	71729975
SIDM00131	71729975
SIDM00147	71729975
SIDM00153	71729975
SIDM00158	71729975
SIDM00159	71729975
SIDM00160	71729975
SIDM00161	71729975
SIDM00162	71729975
SIDM00163	71729975
SIDM00164	71729975
SIDM00165	71729975
SIDM00166	71729975
SIDM00167	71729975
SIDM00168	71729975
SIDM00169	71729975
SIDM00170	71729975
SIDM00171	71729975
SIDM00173	71729975
SIDM00192	71729975
SIDM00226	71729975
SIDM00228	71729975
SIDM00248	71729975
SIDM00265	71729975
SIDM00298	71729975
SIDM00307	71729975
SIDM00314	71729975
SIDM00397	71729975
SIDM00414	71729975
SIDM00452	71729975
SIDM00497	71729975
SIDM00500	71729975
SIDM00536	71729975
SIDM00546	71729975
SIDM00593	71729975
SIDM00595	71729975
SIDM00605	71729975
SIDM00610	71729975
SIDM00634	71729975
SIDM00636	71729975
SIDM00639	71729975
SIDM00644	71729975
SIDM00757	71729975
SIDM00775	71729975
SIDM00780	71729975
SIDM00784	71729975
SIDM00800	71729975
SIDM00823	71729975
SIDM00836	71729975
SIDM00840	71729975
SIDM00851	71729975
SIDM00862	71729975
SIDM00894	71729975
SIDM00897	71729975
SIDM00904	71729975
SIDM00914	71729975
SIDM00915	71729975
SIDM00945	71729975
SIDM00960	71729975
SIDM00979	71729975
SIDM00991	71729975
SIDM01022	71729975
SIDM01050	71729975
SIDM01061	71729975
SIDM01063	71729975
SIDM01074	71729975
SIDM01151	71729975
SIDM01158	71729975
SIDM01167	71729975
SIDM01195	71729975
SIDM01215	71729975
SIDM01222	71729975
SIDM01241	71729975
SIDM01254	71729975
SIDM01257	71729975
SIDM01266	71729975
SIDM01267	71729975
SIDM01268	71729975
SIDM01269	71729975
SIDM01270	71729975
SIDM01271	71729975
SIDM01272	71729975
SIDM01273	71729975
SIDM01274	71729975
SIDM01275	71729975
SIDM01276	71729975
SIDM01277	71729975
SIDM01278	71729975
SIDM01279	71729975
SIDM01280	71729975
SIDM01281	71729975
SIDM01282	71729975
SIDM01283	71729975
SIDM01284	71729975
SIDM01285	71729975
SIDM01286	71729975
SIDM01287	71729975
SIDM01288	71729975
SIDM01289	71729975
SIDM01290	71729975
SIDM01291	71729975
SIDM01292	71729975
SIDM01293	71729975
SIDM01294	71729975
SIDM01295	71729975
SIDM01296	71729975
SIDM01297	71729975
SIDM01298	71729975
SIDM01299	71729975
SIDM01301	71729975
SIDM01302	71729975
SIDM01303	71729975
SIDM01304	71729975
SIDM01305	71729975
SIDM01306	71729975
SIDM01307	71729975
SIDM01309	71729975
SIDM01310	71729975
SIDM01311	71729975
SIDM01312	71729975
SIDM01313	71729975
SIDM01314	71729975
SIDM01316	71729975
SIDM01318	71729975
SIDM01320	71729975
SIDM01321	71729975
SIDM01322	71729975
SIDM01323	71729975
SIDM01324	71729975
SIDM01325	71729975
SIDM01331	71729975
SIDM01332	71729975
SIDM01335	71729975
SIDM01336	71729975
SIDM01343	71729975
SIDM01347	71729975
SIDM01363	71729975
SIDM01368	71729975
SIDM01372	71729975
SIDM01377	71729975
SIDM01378	71729975
SIDM01387	71729975
SIDM01391	71729975
SIDM01393	71729975
SIDM01394	71729975
SIDM01397	71729975
SIDM01398	71729975
SIDM01409	71729975
SIDM01411	71729975
SIDM01412	71729975
SIDM01413	71729975
SIDM01432	71729975
SIDM01433	71729975
SIDM01434	71729975
SIDM01435	71729975
SIDM01436	71729975
SIDM01437	71729975
SIDM01439	71729975
SIDM01442	71729975
SIDM01443	71729975
SIDM01444	71729975
SIDM01445	71729975
SIDM01446	71729975
SIDM01447	71729975
SIDM01449	71729975
SIDM01450	71729975
SIDM01451	71729975
SIDM01454	71729975
SIDM01460	71729975
SIDM01463	71729975
SIDM01464	71729975
SIDM01469	71729975
SIDM01470	71729975
SIDM01471	71729975
SIDM01472	71729975
SIDM01473	71729975
SIDM01474	71729975
SIDM01476	71729975
SIDM01479	71729975
SIDM01480	71729975
SIDM01482	71729975
SIDM01483	71729975
SIDM01490	71729975
SIDM01491	71729975
SIDM01492	71729975
SIDM01494	71729975
SIDM01498	71729975
SIDM01502	71729975
SIDM01503	71729975
SIDM01504	71729975
SIDM01510	71729975
SIDM01511	71729975
SIDM01512	71729975
SIDM01517	71729975
SIDM01518	71729975
SIDM01519	71729975
SIDM01520	71729975
SIDM01522	71729975
SIDM01523	71729975
SIDM01525	71729975
SIDM01526	71729975
SIDM01528	71729975
SIDM01529	71729975
SIDM01530	71729975
SIDM01531	71729975
SIDM01545	71729975
SIDM01546	71729975
SIDM01551	71729975
SIDM01553	71729975
SIDM01554	71729975
SIDM01556	71729975
SIDM01559	71729975
SIDM01560	71729975
SIDM01561	71729975
SIDM01563	71729975
SIDM01564	71729975
SIDM01565	71729975
SIDM01566	71729975
SIDM01567	71729975
SIDM01569	71729975
SIDM01570	71729975
SIDM01571	71729975
SIDM01572	71729975
SIDM01573	71729975
SIDM01574	71729975
SIDM01575	71729975
SIDM01577	71729975
SIDM01578	71729975
SIDM01580	71729975
SIDM01581	71729975
SIDM01582	71729975
SIDM01587	71729975
SIDM01588	71729975
SIDM01589	71729975
SIDM01590	71729975
SIDM01591	71729975
SIDM01593	71729975
SIDM01594	71729975
SIDM01596	71729975
SIDM01598	71729975
SIDM01602	71729975
SIDM01603	71729975
SIDM01604	71729975
SIDM01605	71729975
SIDM01606	71729975
SIDM01607	71729975
SIDM01608	71729975
SIDM01609	71729975
SIDM01611	71729975
SIDM01612	71729975
SIDM01613	71729975
SIDM01614	71729975
SIDM01615	71729975
SIDM01616	71729975
SIDM01617	71729975
SIDM01618	71729975
SIDM01619	71729975
SIDM01622	71729975
SIDM01624	71729975
SIDM01628	71729975
SIDM01629	71729975
SIDM01635	71729975
SIDM01640	71729975
SIDM01657	71729975
SIDM01658	71729975
SIDM01659	71729975
SIDM01660	71729975
SIDM01662	71729975
SIDM01664	71729975
SIDM01667	71729975
SIDM01668	71729975
SIDM01672	71729975
SIDM01675	71729975
SIDM01676	71729975
SIDM01679	71729975
SIDM01682	71729975
SIDM01685	71729975
SIDM01686	71729975
SIDM01689	71729975
SIDM01690	71729975
SIDM01691	71729975
SIDM01692	71729975
SIDM01693	71729975
SIDM01694	71729975
SIDM01695	71729975
SIDM01696	71729975
SIDM01697	71729975
SIDM01698	71729975
SIDM01699	71729975
SIDM01701	71729975
SIDM01702	71729975
SIDM01703	71729975
SIDM01704	71729975
SIDM01705	71729975
SIDM01709	71729975
SIDM01710	71729975
SIDM01724	71729975
SIDM01725	71729975
SIDM01726	71729975
SIDM01727	71729975
SIDM01728	71729975
SIDM01729	71729975
SIDM01730	71729975
SIDM01734	71729975
SIDM01739	71729975
SIDM01741	71729975
SIDM01743	71729975
SIDM01746	71729975
SIDM01749	71729975
SIDM01750	71729975
SIDM01752	71729975
SIDM01753	71729975
SIDM01756	71729975
SIDM01757	71729975
SIDM01758	71729975
SIDM01759	71729975
SIDM01760	71729975
SIDM01761	71729975
SIDM01762	71729975
SIDM01763	71729975
SIDM01764	71729975
SIDM01765	71729975
SIDM01766	71729975
SIDM01767	71729975
SIDM01768	71729975
SIDM01770	71729975
SIDM01771	71729975
SIDM01772	71729975
SIDM01773	71729975
SIDM01774	71729975
SIDM01775	71729975
SIDM01777	71729975
SIDM01779	71729975
SIDM01780	71729975
SIDM01781	71729975
SIDM01782	71729975
SIDM01820	71729975
SIDM01858	71729975
SIDM01859	71729975
SIDM01873	71729975
SIDM01942	71729975
SIDM01943	71729975
SIDM01944	71729975
SIDM01946	71729975
SIDM01947	71729975
SIDM01948	71729975
SIDM01949	71729975
SIDM01950	71729975
SIDM01951	71729975
SIDM01952	71729975
SIDM01954	71729975
SIDM01955	71729975
SIDM01956	71729975
SIDM01957	71729975
SIDM01958	71729975
SIDM01959	71729975
SIDM01960	71729975
SIDM01961	71729975
SIDM01962	71729975
SIDM01963	71729975
SIDM01964	71729975
SIDM01965	71729975
SIDM01966	71729975
SIDM02010	71729975
SIDM02011	71729975
SIDM02014	71729975
SIDM02015	71729975
SIDM02016	71729975
SIDM02017	71729975
SIDM02018	71729975
SIDM02019	71729975
SIDM02020	71729975
SIDM02021	71729975
SIDM02022	71729975
SIDM02023	71729975
SIDM02024	71729975
SIDM02025	71729975
SIDM02026	71729975
SIDM02027	71729975
SIDM02028	71729975
SIDM02029	71729975
SIDM02030	71729975
SIDM02031	71729975
SIDM02032	71729975
SIDM02034	71729975
SIDM02035	71729975
SIDM02036	71729975
SIDM02037	71729975
SIDM02038	71729975
SIDM02039	71729975
SIDM02040	71729975
SIDM02041	71729975
SIDM02042	71729975
SIDM02043	71729975
SIDM02044	71729975
SIDM02045	71729975
SIDM02046	71729975
SIDM02047	71729975
SIDM02048	71729975
SIDM02049	71729975
SIDM02050	71729975
SIDM02051	71729975
SIDM02052	71729975
SIDM02053	71729975
SIDM02054	71729975
SIDM02055	71729975
SIDM02056	71729975
SIDM02057	71729975
SIDM02058	71729975
SIDM02059	71729975
SIDM02060	71729975
SIDM02061	71729975
SIDM02062	71729975
SIDM02063	71729975
SIDM02064	71729975
SIDM02065	71729975
SIDM02066	71729975
SIDM02067	71729975
SIDM02068	71729975
SIDM02069	71729975
SIDM02070	71729975
SIDM02071	71729975
SIDM02072	71729975
SIDM02073	71729975
SIDM02074	71729975
SIDM02075	71729975
SIDM02076	71729975
SIDM02077	71729975
SIDM02078	71729975
SIDM02079	71729975
SIDM02080	71729975
SIDM00001	135565082
SIDM00002	135565082
SIDM00005	135565082
SIDM00006	135565082
SIDM00007	135565082
SIDM00008	135565082
SIDM00009	135565082
SIDM00011	135565082
SIDM00014	135565082
SIDM00015	135565082
SIDM00016	135565082
SIDM00017	135565082
SIDM00018	135565082
SIDM00025	135565082
SIDM00026	135565082
SIDM00027	135565082
SIDM00029	135565082
SIDM00032	135565082
SIDM00036	135565082
SIDM00054	135565082
SIDM00057	135565082
SIDM00062	135565082
SIDM00063	135565082
SIDM00065	135565082
SIDM00068	135565082
SIDM00070	135565082
SIDM00071	135565082
SIDM00074	135565082
SIDM00093	135565082
SIDM00131	135565082
SIDM00147	135565082
SIDM00153	135565082
SIDM00158	135565082
SIDM00159	135565082
SIDM00160	135565082
SIDM00161	135565082
SIDM00162	135565082
SIDM00163	135565082
SIDM00164	135565082
SIDM00165	135565082
SIDM00166	135565082
SIDM00167	135565082
SIDM00168	135565082
SIDM00169	135565082
SIDM00170	135565082
SIDM00171	135565082
SIDM00173	135565082
SIDM00192	135565082
SIDM00226	135565082
SIDM00228	135565082
SIDM00248	135565082
SIDM00265	135565082
SIDM00298	135565082
SIDM00307	135565082
SIDM00314	135565082
SIDM00397	135565082
SIDM00414	135565082
SIDM00452	135565082
SIDM00497	135565082
SIDM00500	135565082
SIDM00536	135565082
SIDM00546	135565082
SIDM00593	135565082
SIDM00595	135565082
SIDM00605	135565082
SIDM00610	135565082
SIDM00634	135565082
SIDM00636	135565082
SIDM00639	135565082
SIDM00644	135565082
SIDM00757	135565082
SIDM00775	135565082
SIDM00780	135565082
SIDM00784	135565082
SIDM00800	135565082
SIDM00823	135565082
SIDM00836	135565082
SIDM00840	135565082
SIDM00851	135565082
SIDM00862	135565082
SIDM00894	135565082
SIDM00897	135565082
SIDM00904	135565082
SIDM00914	135565082
SIDM00915	135565082
SIDM00945	135565082
SIDM00960	135565082
SIDM00979	135565082
SIDM00991	135565082
SIDM01022	135565082
SIDM01050	135565082
SIDM01061	135565082
SIDM01063	135565082
SIDM01074	135565082
SIDM01151	135565082
SIDM01158	135565082
SIDM01167	135565082
SIDM01195	135565082
SIDM01215	135565082
SIDM01222	135565082
SIDM01241	135565082
SIDM01254	135565082
SIDM01257	135565082
SIDM01266	135565082
SIDM01267	135565082
SIDM01268	135565082
SIDM01269	135565082
SIDM01270	135565082
SIDM01271	135565082
SIDM01272	135565082
SIDM01273	135565082
SIDM01274	135565082
SIDM01275	135565082
SIDM01276	135565082
SIDM01277	135565082
SIDM01278	135565082
SIDM01279	135565082
SIDM01280	135565082
SIDM01281	135565082
SIDM01282	135565082
SIDM01283	135565082
SIDM01284	135565082
SIDM01285	135565082
SIDM01286	135565082
SIDM01287	135565082
SIDM01288	135565082
SIDM01289	135565082
SIDM01290	135565082
SIDM01291	135565082
SIDM01292	135565082
SIDM01293	135565082
SIDM01294	135565082
SIDM01295	135565082
SIDM01296	135565082
SIDM01297	135565082
SIDM01298	135565082
SIDM01299	135565082
SIDM01301	135565082
SIDM01302	135565082
SIDM01303	135565082
SIDM01304	135565082
SIDM01305	135565082
SIDM01306	135565082
SIDM01307	135565082
SIDM01309	135565082
SIDM01310	135565082
SIDM01311	135565082
SIDM01312	135565082
SIDM01313	135565082
SIDM01314	135565082
SIDM01316	135565082
SIDM01318	135565082
SIDM01320	135565082
SIDM01321	135565082
SIDM01322	135565082
SIDM01323	135565082
SIDM01324	135565082
SIDM01325	135565082
SIDM01331	135565082
SIDM01332	135565082
SIDM01335	135565082
SIDM01336	135565082
SIDM01343	135565082
SIDM01347	135565082
SIDM01363	135565082
SIDM01368	135565082
SIDM01372	135565082
SIDM01377	135565082
SIDM01378	135565082
SIDM01387	135565082
SIDM01391	135565082
SIDM01393	135565082
SIDM01394	135565082
SIDM01397	135565082
SIDM01398	135565082
SIDM01409	135565082
SIDM01411	135565082
SIDM01412	135565082
SIDM01413	135565082
SIDM01432	135565082
SIDM01433	135565082
SIDM01434	135565082
SIDM01435	135565082
SIDM01436	135565082
SIDM01437	135565082
SIDM01439	135565082
SIDM01442	135565082
SIDM01443	135565082
SIDM01444	135565082
SIDM01445	135565082
SIDM01446	135565082
SIDM01447	135565082
SIDM01449	135565082
SIDM01450	135565082
SIDM01451	135565082
SIDM01454	135565082
SIDM01460	135565082
SIDM01463	135565082
SIDM01464	135565082
SIDM01469	135565082
SIDM01470	135565082
SIDM01471	135565082
SIDM01472	135565082
SIDM01473	135565082
SIDM01474	135565082
SIDM01476	135565082
SIDM01479	135565082
SIDM01480	135565082
SIDM01482	135565082
SIDM01483	135565082
SIDM01490	135565082
SIDM01491	135565082
SIDM01492	135565082
SIDM01494	135565082
SIDM01498	135565082
SIDM01502	135565082
SIDM01503	135565082
SIDM01504	135565082
